id,questionusageid,questionid,userid,responsesummary,rightanswer,fraction,timecreated
39088,5911,138,55,,Doğru,0.18,1712393909
39089,5911,139,55,Yanıt,Doğru,1.0,1712393918
39090,5911,140,55,,Doğru,0.43,1712393936
39091,5912,133,58,Yanıt,Doğru,1.0,1712393927
39092,5912,134,58,,Doğru,0.36,1712393934
39093,5912,135,58,,Doğru,0.19,1712393969
39094,5912,136,58,Yanıt,Doğru,1.0,1712393971
39095,5912,137,58,Yanıt,Doğru,1.0,1712393977
39096,5912,138,58,Yanıt,Doğru,1.0,1712393999
39097,5912,139,58,Yanıt,Doğru,1.0,1712394000
39098,5912,140,58,Yanıt,Doğru,1.0,1712394002
39099,5913,131,80,,Doğru,0.06,1712393723
39100,5913,132,80,,Doğru,0.2,1712393760
39101,5913,133,80,,Doğru,0.04,1712393812
39102,5913,134,80,Yanıt,Doğru,1.0,1712393963
39103,5913,137,80,Yanıt,Doğru,1.0,1712393977
39104,5913,139,80,Yanıt,Doğru,1.0,1712393999
39105,5913,140,80,,Doğru,0.4,1712394001
39106,5914,132,83,Yanıt,Doğru,1.0,1712393735
39107,5914,134,83,,Doğru,0.25,1712393746
39108,5914,135,83,Yanıt,Doğru,1.0,1712393784
39109,5915,131,95,,Doğru,0.44,1712393924
39110,5915,132,95,Yanıt,Doğru,1.0,1712393933
39111,5915,133,95,Yanıt,Doğru,1.0,1712393943
39112,5915,134,95,Yanıt,Doğru,1.0,1712393979
39113,5915,135,95,Yanıt,Doğru,1.0,1712393986
39114,5915,136,95,,Doğru,0.27,1712393992
39115,5915,137,95,Yanıt,Doğru,1.0,1712393999
39116,5915,138,95,Yanıt,Doğru,1.0,1712394000
39117,5915,139,95,,Doğru,0.5,1712394002
39118,5915,140,95,,Doğru,0.31,1712394003
39119,5916,131,96,,Doğru,0.1,1712393825
39120,5916,132,96,Yanıt,Doğru,1.0,1712393940
39121,5916,133,96,Yanıt,Doğru,1.0,1712393998
39122,5916,134,96,Yanıt,Doğru,1.0,1712394000
39123,5916,135,96,,Doğru,0.09,1712394001
39124,5916,136,96,Yanıt,Doğru,1.0,1712394004
39125,5916,137,96,Yanıt,Doğru,1.0,1712394007
39126,5916,138,96,,Doğru,0.12,1712394008
39127,5916,139,96,Yanıt,Doğru,1.0,1712394011
39128,5916,140,96,,Doğru,0.0,1712394012
39129,5917,131,113,Yanıt,Doğru,1.0,1712393810
39130,5917,132,113,Yanıt,Doğru,1.0,1712393869
39131,5917,133,113,,Doğru,0.4,1712393898
39132,5917,134,113,,Doğru,0.36,1712393977
39133,5917,135,113,Yanıt,Doğru,1.0,1712393999
39134,5917,137,113,,Doğru,0.44,1712394000
39135,5917,138,113,Yanıt,Doğru,1.0,1712394002
39136,5917,139,113,Yanıt,Doğru,1.0,1712394003
39137,5917,140,113,,Doğru,0.08,1712394005
39138,5918,132,116,Yanıt,Doğru,1.0,1712393724
39139,5919,131,132,,Doğru,0.37,1712393787
39140,5919,132,132,,Doğru,0.29,1712393858
39141,5919,133,132,Yanıt,Doğru,1.0,1712393917
39142,5919,134,132,,Doğru,0.46,1712393952
39143,5919,140,132,Yanıt,Doğru,1.0,1712393999
39144,5920,131,135,,Doğru,0.45,1712393919
39145,5920,132,135,,Doğru,0.24,1712393999
39146,5920,133,135,,Doğru,0.14,1712393999
39147,5920,134,135,,Doğru,0.41,1712394001
39148,5920,135,135,Yanıt,Doğru,1.0,1712394002
39149,5920,136,135,Yanıt,Doğru,1.0,1712394003
39150,5920,137,135,,Doğru,0.4,1712394003
39151,5920,138,135,Yanıt,Doğru,1.0,1712394004
39152,5920,139,135,,Doğru,0.4,1712394005
39153,5920,140,135,Yanıt,Doğru,1.0,1712394006
39154,5921,131,139,Yanıt,Doğru,1.0,1712393755
39155,5921,132,139,,Doğru,0.06,1712393878
39156,5921,133,139,,Doğru,0.32,1712393999
39157,5921,134,139,Yanıt,Doğru,1.0,1712394001
39158,5921,137,139,Yanıt,Doğru,1.0,1712394004
39159,5921,139,139,,Doğru,0.15,1712394005
39160,5921,140,139,,Doğru,0.12,1712394008
39161,5922,131,186,Yanıt,Doğru,1.0,1712393893
39162,5922,132,186,,Doğru,0.45,1712393906
39163,5922,133,186,,Doğru,0.25,1712393984
39164,5922,134,186,,Doğru,0.36,1712393999
39165,5922,136,186,Yanıt,Doğru,1.0,1712394000
39166,5922,138,186,Yanıt,Doğru,1.0,1712394002
39167,5922,139,186,,Doğru,0.12,1712394004
39168,5922,140,186,Yanıt,Doğru,1.0,1712394005
39169,5923,133,189,Yanıt,Doğru,1.0,1712393877
39170,5923,134,189,Yanıt,Doğru,1.0,1712393890
39171,5923,135,189,Yanıt,Doğru,1.0,1712393919
39172,5923,136,189,,Doğru,0.39,1712393936
39173,5923,137,189,,Doğru,0.14,1712393964
39174,5923,139,189,Yanıt,Doğru,1.0,1712393987
39175,5923,140,189,,Doğru,0.11,1712393999
39176,5924,131,208,,Doğru,0.25,1712393735
39177,5924,133,208,,Doğru,0.38,1712393743
39178,5924,134,208,Yanıt,Doğru,1.0,1712393787
39179,5924,135,208,Yanıt,Doğru,1.0,1712393873
39180,5924,136,208,Yanıt,Doğru,1.0,1712393877
39181,5924,137,208,,Doğru,0.3,1712393900
39182,5924,138,208,,Doğru,0.44,1712393954
39183,5924,139,208,Yanıt,Doğru,1.0,1712393973
39184,5924,140,208,,Doğru,0.09,1712393999
39185,5925,131,214,Yanıt,Doğru,1.0,1712393720
39186,5925,132,214,,Doğru,0.45,1712393746
39187,5925,133,214,,Doğru,0.3,1712393827
39188,5925,134,214,Yanıt,Doğru,1.0,1712393907
39189,5925,135,214,Yanıt,Doğru,1.0,1712393944
39190,5925,136,214,,Doğru,0.49,1712393974
39191,5925,138,214,Yanıt,Doğru,1.0,1712393999
39192,5925,140,214,,Doğru,0.33,1712394000
39193,5926,131,224,Yanıt,Doğru,1.0,1712393708
39194,5926,134,224,,Doğru,0.02,1712393775
39195,5926,135,224,Yanıt,Doğru,1.0,1712393808
39196,5926,136,224,Yanıt,Doğru,1.0,1712393858
39197,5926,137,224,Yanıt,Doğru,1.0,1712393979
39198,5926,138,224,,Doğru,0.22,1712393999
39199,5926,139,224,,Doğru,0.35,1712394000
39200,5927,131,246,,Doğru,0.44,1712393726
39201,5927,132,246,Yanıt,Doğru,1.0,1712393746
39202,5927,134,246,,Doğru,0.3,1712393785
39203,5927,137,246,Yanıt,Doğru,1.0,1712393803
39204,5927,139,246,,Doğru,0.1,1712393864
39205,5928,131,257,Yanıt,Doğru,1.0,1712393819
39206,5928,132,257,Yanıt,Doğru,1.0,1712393838
39207,5928,133,257,Yanıt,Doğru,1.0,1712393863
39208,5928,137,257,Yanıt,Doğru,1.0,1712393921
39209,5928,138,257,,Doğru,0.33,1712393985
39210,5928,139,257,Yanıt,Doğru,1.0,1712393999
39211,5928,140,257,,Doğru,0.36,1712394002
39212,5929,131,275,Yanıt,Doğru,1.0,1712393918
39213,5929,132,275,Yanıt,Doğru,1.0,1712393935
39214,5929,134,275,Yanıt,Doğru,1.0,1712393951
39215,5929,135,275,Yanıt,Doğru,1.0,1712393987
39216,5929,138,275,,Doğru,0.46,1712393999
39217,5929,139,275,Yanıt,Doğru,1.0,1712394002
39218,5929,140,275,,Doğru,0.23,1712394004
39219,5930,133,298,,Doğru,0.06,1712393831
39220,5930,134,298,Yanıt,Doğru,1.0,1712393843
39221,5930,135,298,Yanıt,Doğru,1.0,1712393897
39222,5930,136,298,Yanıt,Doğru,1.0,1712393945
39223,5930,137,298,Yanıt,Doğru,1.0,1712393947
39224,5930,138,298,,Doğru,0.09,1712393956
39225,5930,140,298,,Doğru,0.18,1712393999
39226,5931,133,300,Yanıt,Doğru,1.0,1712393827
39227,5931,134,300,Yanıt,Doğru,1.0,1712393885
39228,5931,137,300,Yanıt,Doğru,1.0,1712393919
39229,5931,138,300,Yanıt,Doğru,1.0,1712393943
39230,5931,139,300,,Doğru,0.34,1712393962
39231,5931,140,300,Yanıt,Doğru,1.0,1712393994
39232,5932,132,301,Yanıt,Doğru,1.0,1712393765
39233,5932,133,301,,Doğru,0.15,1712393878
39234,5932,134,301,,Doğru,0.39,1712393913
39235,5932,135,301,Yanıt,Doğru,1.0,1712393924
39236,5932,136,301,Yanıt,Doğru,1.0,1712393927
39237,5932,137,301,Yanıt,Doğru,1.0,1712393947
39238,5932,138,301,Yanıt,Doğru,1.0,1712393967
39239,5932,139,301,Yanıt,Doğru,1.0,1712393999
39240,5932,140,301,,Doğru,0.14,1712394001
39241,5933,131,333,,Doğru,0.21,1712393858
39242,5933,133,333,Yanıt,Doğru,1.0,1712393865
39243,5933,134,333,,Doğru,0.41,1712393920
39244,5933,135,333,Yanıt,Doğru,1.0,1712393929
39245,5933,137,333,Yanıt,Doğru,1.0,1712393939
39246,5933,138,333,,Doğru,0.49,1712393980
39247,5933,139,333,Yanıt,Doğru,1.0,1712393999
39248,5933,140,333,Yanıt,Doğru,1.0,1712394000
39249,5934,131,345,Yanıt,Doğru,1.0,1712393888
39250,5934,133,345,Yanıt,Doğru,1.0,1712393907
39251,5934,134,345,,Doğru,0.1,1712393918
39252,5934,135,345,,Doğru,0.39,1712393924
39253,5934,136,345,Yanıt,Doğru,1.0,1712393942
39254,5934,137,345,,Doğru,0.12,1712393949
39255,5934,138,345,Yanıt,Doğru,1.0,1712393979
39256,5934,139,345,,Doğru,0.22,1712393985
39257,5934,140,345,,Doğru,0.02,1712393999
39258,5935,131,358,Yanıt,Doğru,1.0,1712393807
39259,5935,132,358,,Doğru,0.12,1712393811
39260,5935,133,358,Yanıt,Doğru,1.0,1712393826
39261,5935,134,358,,Doğru,0.33,1712393845
39262,5935,137,358,,Doğru,0.39,1712393871
39263,5935,138,358,,Doğru,0.07,1712393927
39264,5935,139,358,,Doğru,0.22,1712393946
39265,5935,140,358,Yanıt,Doğru,1.0,1712393999
39266,5936,131,383,Yanıt,Doğru,1.0,1712393736
39267,5936,132,383,Yanıt,Doğru,1.0,1712393785
39268,5936,133,383,Yanıt,Doğru,1.0,1712393791
39269,5936,137,383,,Doğru,0.28,1712393812
39270,5936,140,383,,Doğru,0.45,1712393820
39271,5937,133,397,,Doğru,0.4,1712393878
39272,5937,134,397,,Doğru,0.03,1712393919
39273,5937,135,397,Yanıt,Doğru,1.0,1712393942
39274,5937,136,397,Yanıt,Doğru,1.0,1712393950
39275,5937,137,397,,Doğru,0.39,1712393956
39276,5937,140,397,Yanıt,Doğru,1.0,1712393962
39277,5938,131,408,Yanıt,Doğru,1.0,1712393818
39278,5938,132,408,Yanıt,Doğru,1.0,1712393931
39279,5938,136,408,,Doğru,0.35,1712393953
39280,5938,137,408,Yanıt,Doğru,1.0,1712393981
39281,5938,140,408,,Doğru,0.13,1712393998
39282,5939,131,412,,Doğru,0.28,1712393832
39283,5939,132,412,,Doğru,0.14,1712393875
39284,5939,133,412,,Doğru,0.14,1712393924
39285,5939,135,412,Yanıt,Doğru,1.0,1712393951
39286,5939,137,412,Yanıt,Doğru,1.0,1712393967
39287,5939,139,412,Yanıt,Doğru,1.0,1712393999
39288,5939,140,412,,Doğru,0.36,1712394001
39289,5940,132,420,Yanıt,Doğru,1.0,1712393722
39290,5940,134,420,,Doğru,0.18,1712393742
39291,5940,135,420,Yanıt,Doğru,1.0,1712393764
39292,5940,137,420,,Doğru,0.47,1712393785
39293,5940,138,420,Yanıt,Doğru,1.0,1712393833
39294,5941,131,430,Yanıt,Doğru,1.0,1712393822
39295,5941,132,430,Yanıt,Doğru,1.0,1712393848
39296,5941,134,430,,Doğru,0.07,1712393857
39297,5941,135,430,,Doğru,0.39,1712393865
39298,5941,136,430,Yanıt,Doğru,1.0,1712393910
39299,5941,137,430,,Doğru,0.03,1712393996
39300,5941,138,430,,Doğru,0.49,1712394000
39301,5941,140,430,Yanıt,Doğru,1.0,1712394001
39302,5942,131,432,Yanıt,Doğru,1.0,1712393891
39303,5942,132,432,Yanıt,Doğru,1.0,1712393907
39304,5942,133,432,,Doğru,0.07,1712393950
39305,5942,136,432,,Doğru,0.2,1712393965
39306,5942,137,432,,Doğru,0.32,1712393999
39307,5942,138,432,Yanıt,Doğru,1.0,1712394001
39308,5942,139,432,,Doğru,0.03,1712394003
39309,5942,140,432,,Doğru,0.01,1712394006
39310,5943,131,439,Yanıt,Doğru,1.0,1712393718
39311,5943,132,439,Yanıt,Doğru,1.0,1712393806
39312,5943,133,439,,Doğru,0.31,1712393860
39313,5943,134,439,,Doğru,0.05,1712393874
39314,5943,136,439,,Doğru,0.33,1712393957
39315,5943,137,439,,Doğru,0.47,1712393999
39316,5943,138,439,,Doğru,0.0,1712394000
39317,5943,139,439,,Doğru,0.26,1712394003
39318,5943,140,439,,Doğru,0.18,1712394004
39319,5944,132,464,Yanıt,Doğru,1.0,1712393909
39320,5944,134,464,Yanıt,Doğru,1.0,1712393935
39321,5944,135,464,,Doğru,0.43,1712393946
39322,5944,136,464,Yanıt,Doğru,1.0,1712393952
39323,5944,137,464,Yanıt,Doğru,1.0,1712393963
39324,5944,138,464,Yanıt,Doğru,1.0,1712393983
39325,5944,140,464,Yanıt,Doğru,1.0,1712393999
39326,5945,131,470,Yanıt,Doğru,1.0,1712393794
39327,5945,132,470,Yanıt,Doğru,1.0,1712393822
39328,5945,133,470,Yanıt,Doğru,1.0,1712393863
39329,5945,134,470,Yanıt,Doğru,1.0,1712393905
39330,5945,135,470,Yanıt,Doğru,1.0,1712393967
39331,5945,136,470,,Doğru,0.07,1712393999
39332,5945,137,470,Yanıt,Doğru,1.0,1712394000
39333,5945,138,470,Yanıt,Doğru,1.0,1712394002
39334,5945,139,470,Yanıt,Doğru,1.0,1712394003
39335,5946,132,501,,Doğru,0.42,1712393814
39336,5946,134,501,,Doğru,0.03,1712393831
39337,5946,137,501,Yanıt,Doğru,1.0,1712393845
39338,5946,138,501,Yanıt,Doğru,1.0,1712393871
39339,5946,139,501,,Doğru,0.24,1712393876
39340,5946,140,501,,Doğru,0.22,1712393920
39341,5947,131,502,,Doğru,0.3,1712393871
39342,5947,132,502,Yanıt,Doğru,1.0,1712393932
39343,5947,134,502,,Doğru,0.19,1712393956
39344,5947,135,502,,Doğru,0.46,1712393999
39345,5947,136,502,Yanıt,Doğru,1.0,1712394000
39346,5947,137,502,Yanıt,Doğru,1.0,1712394001
39347,5947,139,502,Yanıt,Doğru,1.0,1712394002
39348,5948,131,503,Yanıt,Doğru,1.0,1712393779
39349,5948,132,503,Yanıt,Doğru,1.0,1712393870
39350,5948,134,503,,Doğru,0.05,1712393876
39351,5948,137,503,,Doğru,0.44,1712393930
39352,5948,138,503,,Doğru,0.2,1712393952
39353,5949,131,572,Yanıt,Doğru,1.0,1712393896
39354,5949,132,572,Yanıt,Doğru,1.0,1712393912
39355,5949,133,572,Yanıt,Doğru,1.0,1712393928
39356,5949,134,572,Yanıt,Doğru,1.0,1712393934
39357,5949,135,572,Yanıt,Doğru,1.0,1712393984
39358,5949,136,572,Yanıt,Doğru,1.0,1712393992
39359,5949,138,572,Yanıt,Doğru,1.0,1712393999
39360,5949,139,572,Yanıt,Doğru,1.0,1712394002
39361,5950,133,591,Yanıt,Doğru,1.0,1712393779
39362,5950,135,591,,Doğru,0.12,1712393812
39363,5950,137,591,,Doğru,0.33,1712393900
39364,5951,132,599,,Doğru,0.21,1712393788
39365,5951,133,599,Yanıt,Doğru,1.0,1712393791
39366,5951,135,599,,Doğru,0.33,1712393806
39367,5951,136,599,,Doğru,0.06,1712393829
39368,5951,140,599,Yanıt,Doğru,1.0,1712393905
39369,5952,131,603,Yanıt,Doğru,1.0,1712393855
39370,5952,134,603,,Doğru,0.24,1712393865
39371,5952,135,603,,Doğru,0.23,1712393919
39372,5952,136,603,,Doğru,0.14,1712393999
39373,5952,137,603,,Doğru,0.16,1712394000
39374,5952,139,603,,Doğru,0.46,1712394001
39375,5953,131,617,Yanıt,Doğru,1.0,1712393924
39376,5953,132,617,,Doğru,0.37,1712393961
39377,5953,133,617,,Doğru,0.47,1712393966
39378,5953,134,617,,Doğru,0.19,1712393979
39379,5953,135,617,,Doğru,0.06,1712393999
39380,5953,137,617,Yanıt,Doğru,1.0,1712394000
39381,5953,138,617,Yanıt,Doğru,1.0,1712394002
39382,5954,131,634,Yanıt,Doğru,1.0,1712393709
39383,5954,132,634,Yanıt,Doğru,1.0,1712393781
39384,5954,133,634,Yanıt,Doğru,1.0,1712393834
39385,5954,134,634,,Doğru,0.24,1712393864
39386,5954,135,634,Yanıt,Doğru,1.0,1712393980
39387,5954,136,634,,Doğru,0.37,1712393999
39388,5954,137,634,Yanıt,Doğru,1.0,1712394001
39389,5954,138,634,Yanıt,Doğru,1.0,1712394002
39390,5954,139,634,,Doğru,0.22,1712394003
39391,5954,140,634,,Doğru,0.15,1712394004
39392,5955,131,640,Yanıt,Doğru,1.0,1712393820
39393,5955,132,640,,Doğru,0.34,1712393875
39394,5955,133,640,Yanıt,Doğru,1.0,1712393898
39395,5955,137,640,,Doğru,0.32,1712393912
39396,5955,138,640,,Doğru,0.25,1712393947
39397,5955,139,640,Yanıt,Doğru,1.0,1712393959
39398,5956,133,646,,Doğru,0.21,1712393790
39399,5956,136,646,,Doğru,0.14,1712393861
39400,5956,137,646,,Doğru,0.38,1712393880
39401,5957,131,661,,Doğru,0.18,1712393821
39402,5957,133,661,Yanıt,Doğru,1.0,1712393830
39403,5957,134,661,Yanıt,Doğru,1.0,1712393838
39404,5957,135,661,Yanıt,Doğru,1.0,1712393852
39405,5957,136,661,Yanıt,Doğru,1.0,1712393902
39406,5957,137,661,Yanıt,Doğru,1.0,1712393927
39407,5957,138,661,Yanıt,Doğru,1.0,1712393999
39408,5957,140,661,Yanıt,Doğru,1.0,1712394000
39409,5958,131,665,Yanıt,Doğru,1.0,1712393869
39410,5958,132,665,Yanıt,Doğru,1.0,1712393874
39411,5958,133,665,,Doğru,0.42,1712393890
39412,5958,134,665,Yanıt,Doğru,1.0,1712393912
39413,5958,135,665,Yanıt,Doğru,1.0,1712393949
39414,5958,136,665,Yanıt,Doğru,1.0,1712393962
39415,5958,137,665,Yanıt,Doğru,1.0,1712393999
39416,5958,138,665,Yanıt,Doğru,1.0,1712394000
39417,5958,139,665,,Doğru,0.49,1712394001
39418,5958,140,665,Yanıt,Doğru,1.0,1712394002
39419,5959,131,672,Yanıt,Doğru,1.0,1712393898
39420,5959,132,672,Yanıt,Doğru,1.0,1712393907
39421,5959,134,672,,Doğru,0.35,1712393916
39422,5959,135,672,,Doğru,0.18,1712393946
39423,5959,138,672,Yanıt,Doğru,1.0,1712393950
39424,5959,139,672,Yanıt,Doğru,1.0,1712393953
39425,5959,140,672,Yanıt,Doğru,1.0,1712393957
39426,5960,131,675,Yanıt,Doğru,1.0,1712393916
39427,5960,132,675,,Doğru,0.3,1712393945
39428,5960,134,675,Yanıt,Doğru,1.0,1712393951
39429,5960,135,675,Yanıt,Doğru,1.0,1712393965
39430,5960,136,675,,Doğru,0.4,1712393971
39431,5960,137,675,,Doğru,0.23,1712393999
39432,5960,138,675,Yanıt,Doğru,1.0,1712394001
39433,5960,139,675,,Doğru,0.27,1712394002
39434,5960,140,675,Yanıt,Doğru,1.0,1712394003
39435,5961,131,715,,Doğru,0.39,1712393884
39436,5961,133,715,Yanıt,Doğru,1.0,1712393966
39437,5961,134,715,Yanıt,Doğru,1.0,1712393975
39438,5961,135,715,Yanıt,Doğru,1.0,1712393998
39439,5961,137,715,,Doğru,0.2,1712393999
39440,5961,138,715,,Doğru,0.39,1712394000
39441,5961,140,715,Yanıt,Doğru,1.0,1712394001
39442,5962,131,749,,Doğru,0.17,1712393777
39443,5962,132,749,Yanıt,Doğru,1.0,1712393794
39444,5962,133,749,Yanıt,Doğru,1.0,1712393981
39445,5962,134,749,,Doğru,0.42,1712393996
39446,5962,136,749,Yanıt,Doğru,1.0,1712393999
39447,5962,137,749,,Doğru,0.48,1712394000
39448,5962,138,749,,Doğru,0.17,1712394003
39449,5962,139,749,Yanıt,Doğru,1.0,1712394006
39450,5962,140,749,Yanıt,Doğru,1.0,1712394008
39451,5963,131,774,Yanıt,Doğru,1.0,1712393768
39452,5963,132,774,Yanıt,Doğru,1.0,1712393841
39453,5963,133,774,,Doğru,0.21,1712393885
39454,5963,134,774,,Doğru,0.3,1712393999
39455,5963,135,774,,Doğru,0.18,1712394002
39456,5963,136,774,,Doğru,0.38,1712394005
39457,5963,137,774,,Doğru,0.05,1712394006
39458,5963,138,774,Yanıt,Doğru,1.0,1712394007
39459,5963,140,774,Yanıt,Doğru,1.0,1712394010
39460,5964,135,782,Yanıt,Doğru,1.0,1712393765
39461,5964,136,782,Yanıt,Doğru,1.0,1712393792
39462,5964,138,782,,Doğru,0.18,1712393819
39463,5964,139,782,Yanıt,Doğru,1.0,1712393864
39464,5964,140,782,,Doğru,0.02,1712393924
39465,5965,131,785,Yanıt,Doğru,1.0,1712393839
39466,5965,133,785,Yanıt,Doğru,1.0,1712393866
39467,5965,134,785,,Doğru,0.27,1712393917
39468,5965,135,785,Yanıt,Doğru,1.0,1712393993
39469,5965,136,785,Yanıt,Doğru,1.0,1712393999
39470,5966,131,789,,Doğru,0.32,1712393884
39471,5966,132,789,Yanıt,Doğru,1.0,1712393890
39472,5966,133,789,Yanıt,Doğru,1.0,1712393900
39473,5966,134,789,,Doğru,0.18,1712393930
39474,5966,135,789,,Doğru,0.46,1712393953
39475,5966,136,789,Yanıt,Doğru,1.0,1712393964
39476,5966,137,789,,Doğru,0.48,1712393995
39477,5966,138,789,,Doğru,0.2,1712394000
39478,5966,140,789,,Doğru,0.09,1712394003
39479,5967,132,857,,Doğru,0.14,1712393705
39480,5967,133,857,,Doğru,0.08,1712393712
39481,5967,134,857,,Doğru,0.07,1712393764
39482,5967,135,857,Yanıt,Doğru,1.0,1712393778
39483,5967,136,857,,Doğru,0.48,1712393875
39484,5967,138,857,,Doğru,0.38,1712393966
39485,5967,140,857,,Doğru,0.43,1712393971
39486,5968,131,902,Yanıt,Doğru,1.0,1712393882
39487,5968,132,902,,Doğru,0.34,1712393892
39488,5968,133,902,Yanıt,Doğru,1.0,1712393894
39489,5968,134,902,Yanıt,Doğru,1.0,1712393906
39490,5968,135,902,Yanıt,Doğru,1.0,1712393913
39491,5968,136,902,Yanıt,Doğru,1.0,1712393969
39492,5968,137,902,,Doğru,0.19,1712393993
39493,5968,138,902,Yanıt,Doğru,1.0,1712393999
39494,5968,139,902,Yanıt,Doğru,1.0,1712394000
39495,5968,140,902,Yanıt,Doğru,1.0,1712394002
39496,5969,131,942,Yanıt,Doğru,1.0,1712393753
39497,5969,132,942,Yanıt,Doğru,1.0,1712393792
39498,5969,133,942,Yanıt,Doğru,1.0,1712393838
39499,5969,134,942,,Doğru,0.43,1712393853
39500,5969,135,942,Yanıt,Doğru,1.0,1712393953
39501,5969,137,942,Yanıt,Doğru,1.0,1712393999
39502,5969,138,942,,Doğru,0.26,1712394001
39503,5969,139,942,,Doğru,0.34,1712394002
39504,5969,140,942,Yanıt,Doğru,1.0,1712394003
39505,5970,131,965,,Doğru,0.2,1712393938
39506,5970,132,965,,Doğru,0.14,1712393955
39507,5970,133,965,Yanıt,Doğru,1.0,1712393970
39508,5970,137,965,Yanıt,Doğru,1.0,1712393972
39509,5971,131,977,Yanıt,Doğru,1.0,1712393760
39510,5971,132,977,Yanıt,Doğru,1.0,1712393772
39511,5971,133,977,Yanıt,Doğru,1.0,1712393837
39512,5971,134,977,Yanıt,Doğru,1.0,1712393999
39513,5971,135,977,Yanıt,Doğru,1.0,1712393999
39514,5971,136,977,Yanıt,Doğru,1.0,1712394001
39515,5971,137,977,Yanıt,Doğru,1.0,1712394001
39516,5971,138,977,,Doğru,0.44,1712394003
39517,5972,131,982,,Doğru,0.29,1712393836
39518,5972,132,982,Yanıt,Doğru,1.0,1712393864
39519,5972,136,982,Yanıt,Doğru,1.0,1712393938
39520,5972,137,982,Yanıt,Doğru,1.0,1712393980
39521,5972,138,982,,Doğru,0.33,1712393993
39522,5972,139,982,Yanıt,Doğru,1.0,1712394000
39523,5972,140,982,Yanıt,Doğru,1.0,1712394003
39524,5973,132,990,Yanıt,Doğru,1.0,1712393913
39525,5973,134,990,,Doğru,0.48,1712393989
39526,5973,135,990,,Doğru,0.19,1712393992
39527,5973,136,990,,Doğru,0.47,1712393997
39528,5973,137,990,,Doğru,0.28,1712393999
39529,5973,140,990,Yanıt,Doğru,1.0,1712394000
39530,5974,131,999,,Doğru,0.26,1712393939
39531,5974,133,999,,Doğru,0.31,1712393951
39532,5974,134,999,Yanıt,Doğru,1.0,1712393955
39533,5974,135,999,,Doğru,0.49,1712393973
39534,5974,137,999,Yanıt,Doğru,1.0,1712393982
39535,5974,140,999,,Doğru,0.14,1712393989
39536,5975,131,1010,Yanıt,Doğru,1.0,1712393800
39537,5975,134,1010,,Doğru,0.24,1712393820
39538,5975,136,1010,,Doğru,0.5,1712393892
39539,5975,138,1010,Yanıt,Doğru,1.0,1712393897
39540,5975,139,1010,Yanıt,Doğru,1.0,1712393942
39541,5975,140,1010,,Doğru,0.03,1712393948
39542,5976,131,1014,,Doğru,0.34,1712393828
39543,5976,134,1014,,Doğru,0.44,1712393843
39544,5976,135,1014,,Doğru,0.06,1712393895
39545,5976,136,1014,Yanıt,Doğru,1.0,1712393899
39546,5976,137,1014,Yanıt,Doğru,1.0,1712393913
39547,5976,138,1014,,Doğru,0.32,1712393941
39548,5976,140,1014,,Doğru,0.01,1712393990
39549,5977,131,1017,,Doğru,0.17,1712393731
39550,5977,133,1017,Yanıt,Doğru,1.0,1712393856
39551,5977,134,1017,Yanıt,Doğru,1.0,1712393917
39552,5977,136,1017,Yanıt,Doğru,1.0,1712393929
39553,5977,137,1017,,Doğru,0.19,1712393939
39554,5977,138,1017,Yanıt,Doğru,1.0,1712393999
39555,5977,139,1017,,Doğru,0.09,1712394000
39556,5977,140,1017,,Doğru,0.0,1712394001
39557,5978,133,1027,,Doğru,0.27,1712393908
39558,5978,137,1027,,Doğru,0.26,1712393914
39559,5978,139,1027,Yanıt,Doğru,1.0,1712393949
39560,5979,131,1043,,Doğru,0.48,1712393868
39561,5979,132,1043,,Doğru,0.15,1712393877
39562,5979,133,1043,Yanıt,Doğru,1.0,1712393904
39563,5979,134,1043,Yanıt,Doğru,1.0,1712393942
39564,5979,135,1043,,Doğru,0.3,1712393950
39565,5979,137,1043,Yanıt,Doğru,1.0,1712393968
39566,5979,138,1043,Yanıt,Doğru,1.0,1712393999
39567,5979,139,1043,,Doğru,0.05,1712394002
39568,5979,140,1043,Yanıt,Doğru,1.0,1712394004
39569,5980,131,1044,Yanıt,Doğru,1.0,1712393770
39570,5980,133,1044,,Doğru,0.18,1712393830
39571,5980,134,1044,,Doğru,0.48,1712393859
39572,5980,137,1044,Yanıt,Doğru,1.0,1712393894
39573,5980,139,1044,Yanıt,Doğru,1.0,1712393900
39574,5980,140,1044,,Doğru,0.47,1712393918
39575,5981,132,1060,,Doğru,0.49,1712393888
39576,5981,133,1060,,Doğru,0.01,1712393901
39577,5981,134,1060,,Doğru,0.11,1712393966
39578,5981,135,1060,,Doğru,0.48,1712393996
39579,5981,136,1060,,Doğru,0.47,1712393999
39580,5981,137,1060,Yanıt,Doğru,1.0,1712394001
39581,5981,139,1060,Yanıt,Doğru,1.0,1712394004
39582,5982,131,1062,,Doğru,0.09,1712393742
39583,5982,132,1062,,Doğru,0.33,1712393765
39584,5982,133,1062,,Doğru,0.29,1712393808
39585,5982,134,1062,,Doğru,0.11,1712393818
39586,5982,135,1062,,Doğru,0.33,1712393836
39587,5982,136,1062,Yanıt,Doğru,1.0,1712393900
39588,5982,137,1062,Yanıt,Doğru,1.0,1712393959
39589,5982,138,1062,,Doğru,0.36,1712393999
